global_mass,global_volume,global_width,global_length,global_surface_area,global_dead,global_division,cell_counts_AcrAB-TolC_RNA,cell_counts_AcrAB-TolC,cell_counts_porin,cell_counts_antibiotic,cell_AcrAB-TolC_RNA,cell_AcrAB-TolC,cell_porin,cell_antibiotic,environment_antibiotic,time
1351.4323488226976,1.2285748625660886,1.0,1.8976034320200452,5.1760988380635045,0.0,0.0,739.0,22595.0,739865.0,1479.0,0.001,0.030539463704177344,1.0,0.0019997960800487062,1.0,32.0
1351.8227141585758,1.2289297401441597,1.0,1.898055276185985,5.177518348375788,0.0,0.0,740.0,23319.0,740078.0,1526.0,0.001,0.03150892424047317,1.0,0.002062275790108344,1.0,33.0
1352.213192252666,1.2292847202296964,1.0,1.898507250868484,5.1789382687179355,0.0,0.0,740.0,24042.0,740292.0,1572.0,0.001,0.032477415316232695,1.0,0.002124754204271049,1.0,34.0
1352.6037831375388,1.2296398028523081,1.0,1.8989593561052414,5.1803585992083825,0.0,0.0,740.0,24766.0,740506.0,1619.0,0.001,0.03344493790091646,1.0,0.0021872312832653088,1.0,35.0
1352.9944868457744,1.229994988041613,1.0,1.8994115919339687,5.181779339965601,0.0,0.0,740.0,25489.0,740720.0,1666.0,0.001,0.034411492963015544,1.0,0.0022497069878931577,1.0,36.0
1353.385303409962,1.2303502758272382,1.0,1.899863958392388,5.183200491108102,0.0,0.0,740.0,26212.0,740934.0,1713.0,0.001,0.03537708147005253,1.0,0.0023121812790301115,1.0,37.0
1353.7762328627005,1.2307056662388185,1.0,1.9003164555182317,5.184622052754423,0.0,0.0,741.0,26934.0,741148.0,1759.0,0.001,0.036341704388582474,1.0,0.0023746541176251044,1.0,38.0
1354.1672752365978,1.231061159305998,1.0,1.9007690833492439,5.186044025023142,0.0,0.0,741.0,27656.0,741362.0,1806.0,0.001,0.03730536268419389,1.0,0.0024371254647004245,1.0,39.0
1354.5584305642717,1.2314167550584287,1.0,1.9012218419231786,5.187466408032865,0.0,0.0,741.0,28378.0,741576.0,1853.0,0.001,0.038268057321509695,1.0,0.0024995952813516484,1.0,40.0
1354.9496988783494,1.2317724535257721,1.0,1.9016747312778017,5.188889201902238,0.0,0.0,741.0,29100.0,741790.0,1900.0,0.001,0.039229789264188186,1.0,0.002562063528747578,1.0,41.0
1355.3410802114672,1.2321282547376975,1.0,1.90212775145089,5.19031240674994,0.0,0.0,742.0,29821.0,742004.0,1947.0,0.001,0.040190559474924,1.0,0.0026245301681301755,1.0,42.0
1355.732574596271,1.2324841587238826,1.0,1.9025809024802296,5.19173602269468,0.0,0.0,742.0,30542.0,742219.0,1994.0,0.001,0.04115036891544907,1.0,0.002686995160814497,1.0,43.0
1356.124182065416,1.2328401655140147,1.0,1.90303418440362,5.193160049855209,0.0,0.0,742.0,31263.0,742433.0,2041.0,0.001,0.04210921854653362,1.0,0.00274945846818863,1.0,44.0
1356.5159026515673,1.2331962751377885,1.0,1.9034875972588696,5.194584488350303,0.0,0.0,742.0,31983.0,742648.0,2088.0,0.001,0.04306710932798709,1.0,0.002811920051713627,1.0,45.0
1356.9077363873987,1.233552487624908,1.0,1.9039411410837985,5.196009338298781,0.0,0.0,742.0,32703.0,742862.0,2135.0,0.001,0.044024042218659104,1.0,0.0028743798729234404,1.0,46.0
1357.299683305594,1.2339088030050855,1.0,1.904394815916238,5.197434599819491,0.0,0.0,743.0,33423.0,743077.0,2182.0,0.001,0.04498001817644044,1.0,0.0029368378934248574,1.0,47.0
1357.6917434388463,1.234265221308042,1.0,1.9048486217940297,5.198860273031318,0.0,0.0,743.0,34143.0,743291.0,2229.0,0.001,0.045935038158264004,1.0,0.0029992940748974346,1.0,48.0
1358.0839168198581,1.2346217425635073,1.0,1.9053025587550267,5.200286358053178,0.0,0.0,743.0,34862.0,743506.0,2276.0,0.001,0.04688910312010574,1.0,0.003061748379093432,1.0,49.0
1358.4762034813414,1.2349783668012195,1.0,1.905756626837093,5.201712855004027,0.0,0.0,743.0,35581.0,743721.0,2323.0,0.001,0.047842214016985636,1.0,0.0031242007678377484,1.0,50.0
1358.8686034560174,1.235335094050925,1.0,1.9062108260781025,5.20313976400285,0.0,0.0,743.0,36299.0,743936.0,2370.0,0.001,0.04879437180296865,1.0,0.0031866512030278545,1.0,51.0
1359.2611167766172,1.2356919243423792,1.0,1.9066651565159414,5.204567085168666,0.0,0.0,744.0,37018.0,744151.0,2417.0,0.001,0.049745577431165686,1.0,0.003249099646633728,1.0,52.0
1359.6537434758811,1.2360488577053466,1.0,1.9071196181885068,5.205994818620535,0.0,0.0,744.0,37736.0,744366.0,2465.0,0.001,0.05069583185373452,1.0,0.003311546060697786,1.0,53.0
1360.0464835865587,1.2364058941695988,1.0,1.907574211133705,5.207422964477544,0.0,0.0,744.0,38453.0,744581.0,2512.0,0.001,0.05164513602188078,1.0,0.003373990407334821,1.0,54.0
1360.4393371414094,1.2367630337649176,1.0,1.9080289353894557,5.20885152285882,0.0,0.0,744.0,39171.0,744796.0,2559.0,0.001,0.0525934908858589,1.0,0.0034364326487319333,1.0,55.0
1360.8323041732017,1.2371202765210925,1.0,1.9084837909936878,5.21028049388352,0.0,0.0,745.0,39888.0,745011.0,2606.0,0.001,0.053540897394973044,1.0,0.0034988727471484647,1.0,56.0
1361.225384714714,1.2374776224679218,1.0,1.9089387779843419,5.211709877670837,0.0,0.0,745.0,40605.0,745226.0,2653.0,0.001,0.05448735649757807,1.0,0.003561310664915933,1.0,57.0
1361.6185787987338,1.2378350716352124,1.0,1.9093938963993689,5.213139674339999,0.0,0.0,745.0,41321.0,745441.0,2701.0,0.001,0.05543286914108049,1.0,0.0036237463644379635,1.0,58.0
1362.0118864580581,1.23819262405278,1.0,1.9098491462767315,5.214569884010269,0.0,0.0,745.0,42038.0,745657.0,2748.0,0.001,0.05637743627193941,1.0,0.0036861798081902247,1.0,59.0
1362.4053077254937,1.2385502797504488,1.0,1.9103045276544033,5.216000506800945,0.0,0.0,745.0,42754.0,745872.0,2795.0,0.001,0.057321058835667474,1.0,0.00374861095872036,1.0,60.0
1362.7988426338566,1.2389080387580513,1.0,1.910760040570368,5.2174315428313545,0.0,0.0,746.0,43469.0,746087.0,2843.0,0.001,0.0582637377768318,1.0,0.0038110397786479205,1.0,61.0
1363.192491215972,1.2392659011054292,1.0,1.9112156850626212,5.218862992220866,0.0,0.0,746.0,44185.0,746303.0,2890.0,0.001,0.05920547403905497,1.0,0.003873466230664299,1.0,62.0
1363.5862535046754,1.2396238668224322,1.0,1.911671461169169,5.220294855088879,0.0,0.0,746.0,44900.0,746518.0,2938.0,0.001,0.06014626856501591,1.0,0.003935890277532663,1.0,63.0
1363.980129532811,1.239981935938919,1.0,1.9121273689280285,5.221727131554826,0.0,0.0,746.0,45615.0,746734.0,2985.0,0.001,0.0610861222964509,1.0,0.003998311882087886,1.0,64.0
1364.3741193332328,1.2403401084847572,1.0,1.912583408377228,5.223159821738179,0.0,0.0,746.0,46329.0,746950.0,3033.0,0.001,0.062025036174154446,1.0,0.004060731007236482,1.0,65.0
1364.7682229388042,1.240698384489822,1.0,1.9130395795548063,5.224592925758438,0.0,0.0,747.0,47043.0,747166.0,3080.0,0.001,0.0629630111379803,1.0,0.004123147615956536,1.0,66.0
1365.1624403823985,1.2410567639839987,1.0,1.9134958824988142,5.226026443735144,0.0,0.0,747.0,47757.0,747381.0,3128.0,0.001,0.06390004812684232,1.0,0.00418556167129764,1.0,67.0
1365.5567716968978,1.2414152469971798,1.0,1.913952317247312,5.227460375787869,0.0,0.0,747.0,48471.0,747597.0,3175.0,0.001,0.06483614807871547,1.0,0.004247973136380819,1.0,68.0
1365.9512169151942,1.2417738335592674,1.0,1.9144088838383726,5.228894722036219,0.0,0.0,747.0,49184.0,747813.0,3223.0,0.001,0.06577131193063676,1.0,0.004310381974398471,1.0,69.0
1366.345776070189,1.242132523700172,1.0,1.914865582310079,5.230329482599838,0.0,0.0,748.0,49897.0,748029.0,3270.0,0.001,0.06670554061870612,1.0,0.004372788148614293,1.0,70.0
1366.7404491947934,1.2424913174498122,1.0,1.9153224127005248,5.231764657598399,0.0,0.0,748.0,50610.0,748245.0,3318.0,0.001,0.06763883507808742,1.0,0.0044351916223632154,1.0,71.0
1367.1352363219278,1.2428502148381162,1.0,1.9157793750478156,5.233200247151615,0.0,0.0,748.0,51322.0,748461.0,3366.0,0.001,0.06857119624300934,1.0,0.004497592359051336,1.0,72.0
1367.5301374845221,1.24320921589502,1.0,1.9162364693900673,5.2346362513792295,0.0,0.0,748.0,52035.0,748678.0,3413.0,0.001,0.06950262504676633,1.0,0.004559990322155848,1.0,73.0
1367.9251527155159,1.243568320650469,1.0,1.9166936957654075,5.236072670401025,0.0,0.0,748.0,52746.0,748894.0,3461.0,0.001,0.07043312242171956,1.0,0.004622385475224972,1.0,74.0
1368.320282047858,1.2439275291344163,1.0,1.9171510542119734,5.237509504336815,0.0,0.0,749.0,53458.0,749110.0,3509.0,0.001,0.07136268929929784,1.0,0.004684777781877892,1.0,75.0
1368.7155255145071,1.2442868413768247,1.0,1.9176085447679152,5.238946753306449,0.0,0.0,749.0,54169.0,749327.0,3557.0,0.001,0.07229132660999854,1.0,0.0047471672058046815,1.0,76.0
1369.1108831484312,1.2446462574076647,1.0,1.9180661674713924,5.240384417429808,0.0,0.0,749.0,54880.0,749543.0,3604.0,0.001,0.07321903528338854,1.0,0.00480955371076624,1.0,77.0
1369.506354982608,1.2450057772569163,1.0,1.9185239223605768,5.241822496826814,0.0,0.0,749.0,55591.0,749760.0,3652.0,0.001,0.07414581624810515,1.0,0.00487193726059422,1.0,78.0
1369.9019410500243,1.2453654009545676,1.0,1.9189818094736504,5.24326099161742,0.0,0.0,749.0,56301.0,749976.0,3700.0,0.001,0.07507167043185704,1.0,0.0049343178191909596,1.0,79.0
1370.297641383677,1.2457251285306155,1.0,1.9194398288488062,5.244699901921611,0.0,0.0,750.0,57012.0,750193.0,3748.0,0.001,0.07599659876142519,1.0,0.004996695350529415,1.0,80.0
1370.693456016572,1.2460849600150656,1.0,1.919897980524249,5.246139227859413,0.0,0.0,750.0,57721.0,750409.0,3796.0,0.001,0.07692060216266376,1.0,0.005059069818653091,1.0,81.0
1371.0893849817253,1.2464448954379321,1.0,1.9203562645381935,5.247578969550878,0.0,0.0,750.0,58431.0,750626.0,3844.0,0.001,0.0778436815605011,1.0,0.005121441187675969,1.0,82.0
1371.4854283121617,1.246804934829238,1.0,1.9208146809288666,5.249019127116101,0.0,0.0,750.0,59140.0,750843.0,3892.0,0.001,0.0787658378789406,1.0,0.005183809421782445,1.0,83.0
1371.8815860409163,1.247165078219015,1.0,1.9212732297345054,5.250459700675209,0.0,0.0,751.0,59849.0,751060.0,3940.0,0.001,0.07968707204106167,1.0,0.005246174485227252,1.0,84.0
1372.2778582010333,1.247525325637303,1.0,1.9217319109933586,5.251900690348361,0.0,0.0,751.0,60558.0,751277.0,3988.0,0.001,0.0806073849690206,1.0,0.005308536342335394,1.0,85.0
1372.6742448255663,1.2478856771141513,1.0,1.9221907247436856,5.253342096255754,0.0,0.0,751.0,61266.0,751494.0,4036.0,0.001,0.08152677758405158,1.0,0.005370894957502081,1.0,86.0
